SMILES,mean
COc1cc(c2cc1)c(C(C3N(CC(C=C)C4C3)CC4)O)ccn2,1.0
CN1CC(CN2c(c3Sc(c24)cccc4)cccc3)CCC1,1.0
CN(C(Cc1n(c2nc1c3ccc(C)cc3)cc(C)cc2)=O)C,1.0
CCC1(c2ccccc2)C(=O)NCNC1=O,0.0
OC(c1ccccc1)C(NC2C(=O)N(C23)C(C(O)=O)=C(CSc4n(CS(O)(=O)=O)nnn4)CS3)=O,1.0
NC(N)=NCCCCC1C(=O)NCC(=O)NC(CC(O)=O)C(=O)NC(Cc2c(c3[nH]c2)cccc3)C(=O)N(C4C(=O)NC(C(N)=O)CSSCCC(=O)N1)CCC4,0.0
CN([N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.0
CC(C(O)=O)(Cc1cc(O)c(O)cc1)N,1.0
COC1C(O)CCC(CC(C2OC(=O)C(N3C(=O)C(=O)C(OC4CC(OC)C(C)=CC=CC=CC(C)CC(C)C(=O)C(OC)C(O)C(C)=CC(C)C(=O)C2)(O)C(C)CC4)CCCC3)C)C1,1.0
CC1(C(C(O)=O)N(C2S1)C(=O)C2NC(C(c3ccc(O)cc3)N)=O)C,1.0
CCN(Cc1c(O)ccc(Nc2c(c3ncc2)ccc(Cl)c3)c1)CC,1.0
CCCCCCCCCc1ccc(OCCO)cc1,0.0
COc1cc2c(n(C(c3ccc(Cl)cc3)=O)c(C)c2CC(OCC(O)=O)=O)cc1,1.0
OC(Cc1c(c2ccc(Cl)cc2)cn(c3ccc(F)cc3)n1)=O,1.0
C1NCCNC1,0.0
CCc1c(C(c2cc(I)c(O)c(I)c2)=O)c(c3o1)cccc3,1.0
O=C1N(CCCN2CCN(C(c3ccccc3)c4ccccc4)CC2)c(c5N1)cccc5,1.0
FC(OC(C(Cl)F)(F)F)F,1.0
Cc1c(O)c(C=O)c(COP(O)(O)=O)cn1,0.0
OC(c1cnccc1)=O,1.0
O=C1Nc(c2CC1)ccc(OCCCCc3n(C4CCCCC4)nnn3)c2,0.0
CCCC1CN(C)C(C(NC(C2C(O)C(O)C(O)C(SC)O2)C(Cl)C)=O)C1,1.0
NC(Nc(c1C2=O)[nH]cc1CCc3ccc(C(NC(C(O)=O)CCC(O)=O)=O)cc3)=N2,1.0
CCOC(OC1(C(COC(CC)=O)=O)C(C)(C2CC1)CC(O)C(C23)C(C)(C(=C4)CC3)C=CC4=O)=O,0.0
CC1N(S(O)(=O)=O)C(=O)C1NC(C(c2nc(N)sc2)=NOC(C(O)=O)(C)C)=O,1.0
CC(NCC(c1cc(O)cc(O)c1)O)(C)C,1.0
CC1(OC(C(CCl)=O)(C2O1)C(C)(C3C2)CC(O)C(F)(C34)C(C)(C(=C5)CC4)CCC5=O)C,0.0
CC(c1n(C2CC(N(CCC(c3ccccc3)NC(C4CCC(F)(F)CC4)=O)C5C2)CC5)c(C)nn1)C,1.0
COc1cc(C2(C(CN(C)C)CCCC2)O)ccc1,1.0
CC(Cc1ccc(C(C(O)=O)C)cc1)C,1.0
CC1C(C2(C)C(C3C1)C(O)CC(C)(C34)C(C(C)=O)CC4)=CC(=O)CC2,0.0
COc1c2c(n(C3C(O)C(O)C(CO)O3)cn2)nc(N)n1,0.0
Cc1c(Sc2ccncc2)c(c3cc1)C(=O)N=C(N)N3,1.0
CC1(C(C(O)=O)N(C2S1)C(=O)C2NC(C(c3ccccc3)NC(N4C(=O)NCC4)=O)=O)C,0.0
Cc1ccc(C(Oc2c(OC(c3ccc(C)cc3)=O)cc(C(CNC(C)(C)C)O)cc2)=O)cc1,0.0
CN(C1CC2)C2CC(OC(C(c3ccccc3)CO)=O)C1,0.0
O=C1N(Cc2ccccc2)C(C3N1Cc4ccccc4)C([S+]5C3)CCC5,0.0
OC(CCCc1ccccc1)=O,1.0
CCOc1ccc(CC(N(CC(O)=O)CC(O)=O)CN(CC(O)=O)CCN(CC(O)=O)CC(O)=O)cc1,1.0
CON=C(c1nc(N)sc1)C(NC2C(=O)N(C23)C(C(O)=O)=C(C[N+]4(CCCC4)C)CS3)=O,1.0
CON=C(c1nc(N)sc1)C(NC2C(=O)N(C23)C(C(O)=O)=C(CSC(N(C)NC(=O)C4=O)=N4)CS3)=O,1.0
CC(OC(OCOP(OCOC(OC(C)C)=O)(COC(Cn1c(c2nc1)ncnc2N)C)=O)=O)C,1.0
CCCC(COC(NC(C)C)=O)(COC(N)=O)C,0.0
CCC1(CN2CC(CC(c3c(OC)cc4c(C(C(N5CC=C6)C6(CC)C(OC(C)=O)C7(C(OC)=O)O)(C7N4C=O)CC5)c3)(C(OC)=O)c8c(c(c9[nH]8)cccc9)CC2)C1)O,1.0
[O-][N+](OCC(C(O[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-])=O,1.0
Cc1sc(NS(c2ccc(N)cc2)(=O)=O)nn1,1.0
CCOCCP(CCP(CCOCC)CCOCC)CCOCC,0.0
CC1(C(C(Nc2c(C(F)(F)F)ccc(C(F)(F)F)c2)=O)CC3)C3C4C(C(C)(C5CC4)C=CC(=O)N5)CC1,0.0
OC(c1c(c2nc(c3ccccc3)c1)cccc2)=O,1.0
NC(C(O)=O)CCC(N)=O,1.0
COC(C1C(C2(C3O2)C(C)(C(=C4)C1)CCC4=O)C5C(C6(OC(=O)CC6)CC5)(C)C3)=O,1.0
CNC(Cc1ccccc1)C,0.0
NC(N)=NCC1OC2(CCCCC2)OC1,0.0
FC(COc1cc(C(NCC2NCCCC2)=O)c(OCC(F)(F)F)cc1)(F)F,1.0
CCCCN1C2(CCN(Cc3ccc(Oc4ccc(C(O)=O)cc4)cc3)CC2)C(=O)NC(C(C5CCCCC5)O)C1=O,1.0
CO[Si](O[Si](C)(C)C)(C)C,0.0
CC(c1c(O)c(C(C)(C)C)cc(SC(Sc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(C)C)c1)(C)C,0.0
Cc1c(O)c(C)c(c2c1C)CCC(COc3ccc(CC4C(=O)NC(=O)S4)cc3)(C)O2,1.0
COC(CC(C(OC1C(OC)=CC(N2CCc(c34)cc(c5c3)OCO5)(C14)CCC2)=O)(CCCC(O)(C)C)O)=O,1.0
C#CCNC1c(c2CC1)cccc2,0.0
CN1S(=O)(=O)c(c2C(=O)C1=C(Nc3ncccc3)O)ccs2,1.0
CC1C(O)C(O)CC(OC2C(C)OC(OC3C(C)OC(OC4CC5C(C6C(C(O)(C7(C)C(O)C6)CCC7C(COC8=O)=C8)CC5)(C)CC4)CC3O)CC2O)O1,0.0
CC[N+](CCOC(C(c1ccccc1)(C2CCCCC2)O)=O)(CC)C,0.0
CCC1(C(=O)N(C)C(=O)O1)C,1.0
Cc1nc(N)c(C[n+]2c(C)c(CCO)sc2)cn1,0.0
CCc1cnc(CCOc2ccc(CC3C(=O)NC(=O)S3)cc2)cc1,0.0
CCCCCC(C=CC1C(CC=CCCCC(O)=O)C(O)CC1O)(O)C,0.0
CC(C(=O)NC(=O)N1C2OC(CO)C(O)C2)=C1,1.0
NCC1CCC(C(O)=O)CC1,0.0
CC(C(C(OCCOCn1c(c2nc1)NC(N)=NC2=O)=O)N)C,1.0
CNc1ccccc1,1.0
CCC(OC1C(C)(C2CC1[N+]3(CCCCC3)CC=C)CCC(C24)C(C)(C5CC4)CC(N6CCCCC6)C(OC(C)=O)C5)=O,0.0
NC(CO)(CO)CO,0.0
CC(NNC(c1ccncc1)=O)C,1.0
NC(C(O)=O)COC(O)=C[N+]#N,0.0
CCN1C(=O)N=C(NS(c2ccc(N)cc2)(=O)=O)C=C1,1.0
NC(NC1=C(N(C=O)C(CNc2ccc(C(NC(C(O)=O)CCC(O)=O)=O)cc2)CN1)C3=O)=N3,0.0
CC(C1C(=O)C(C)(C2=CC1=O)c(c3O2)c(O)c(C)c(O)c3C(C)=O)=O,1.0
CN1C(=CN=O)C=CC=C1,0.0
CCC(c1ccccc1)C(C(=O)c(c2O3)cccc2)=C3O,0.0
NCc1ccc(S(N)(=O)=O)cc1,0.0
COC1C(OC2C(O)C(N(C)C)C(OC3OC(C)C(OC(CC(C)C)=O)C(O)(C)C3)C(C)O2)C(CC=O)CC(C)C(O)C=CC=CCC(C)OC(=O)CC1OC(C)=O,1.0
CC(Cc1ccccc1)(N)C,0.0
C(c1ccc(CN2CCNCCCNCCNCCC2)cc1)N3CCNCCCNCCNCCC3,0.0
CN1S(=O)(=O)c(c2C(=O)C1=C(Nc3ncccc3)O)cccc2,1.0
CCNC1c(c2S(=O)(=O)C(C)C1)cc(S(N)(=O)=O)s2,0.0
COc1c(OC)c(OC)cc(C2c(c3C(O)C4C2C(=O)OC4)cc(c5c3)OCO5)c1,0.0
NC(C=CN(C1OC(CO)SC1)C2=O)=N2,1.0
COCCc1ccc(OCC(CNC(C)C)O)cc1,1.0
CCN(c1cc(c2n(c3ncc2)ncc3C#N)ccc1)C(C)=O,0.0
NCCCNCCSP(O)(O)=O,0.0
CC1SCC2(C(CCN3C2)CC3)O1,1.0
CCCCc1n(Cc2ccc(c3c(c4n[nH]nn4)cccc3)cc2)c(CO)c(Cl)n1,1.0
COCCOC(NCCCCC(C(NCCCCCOP(O)(C)=O)=O)NC(OCCOC)=O)=O,0.0
COc1ccc(C(N2C(=O)CCC2)=O)cc1,0.0
NC1C(O)C(O)C(CO)OC1O,1.0
COC(c1ccccc1)(c2ccccc2)C(C(O)=O)Oc3nc(C)cc(C)n3,1.0
Clc1cc(Cl)c(CON=C(c2c(Cl)cc(Cl)cc2)Cn3cncc3)cc1,0.0
CC(OCC[N+](C)(C)C)=O,0.0
CN(CCCN1c(c2Sc(c13)cccc3)cc(Cl)cc2)C,1.0
OC(Oc(c1C2=O)cccc1)=C2CC(C(=O)c(c3O4)cccc3)=C4O,0.0
CNCC(c1cc(O)c(O)cc1)O,0.0
FC(C(C(C(C(C(C(C(Br)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1.0
CC1C(c2cc(O)ccc2)(C)CCN(CC(C(NCC(O)=O)=O)Cc3ccccc3)C1,0.0
[O-][N+](c1ccc(C=NN2C(=O)OCC2)o1)=O,1.0
C[N+](CC(CC(O)=O)O)(C)C,0.0
OC(C1Oc(c2CC1)ccc(F)c2)CNCC(C3Oc(c4CC3)ccc(F)c4)O,1.0
C[N+](CCOC(CCC(OCC[N+](C)(C)C)=O)=O)(C)C,0.0
CCN(CCOC(C1(C2CCCCC2)CCCCC1)=O)CC,0.0
Nc1nc(c2c(NC3CC3)n1)n(C4C=CC(CO)C4)cn2,1.0
CC(c1cc(C(c2ccccc2)=O)ccc1)C(O)=O,1.0
Sc1ccccc1,1.0
CNC(Oc1cc(c2cc1)C(C)(C3N2C)CCN3C)=O,0.0
CCOC(C(NC(C(N1C(C(O)=O)Cc(c2C1)cc(OC)c(OC)c2)=O)C)CCc3ccccc3)=O,1.0
CC1C2(C)C(C3(C(C)C(O)C(C=C)(C)CC2OC(CSC4CC(N(C)C5C4)CC5)=O)CC1)C(=O)CC3,0.0
CC1(C(=O)N(c2cc(C(F)(F)F)c([N+](=O)[O-])cc2)C(=O)N1)C,1.0
NC(NO)=O,1.0
OS(OCC1C(OS(O)(=O)=O)C(OS(O)(=O)=O)C(OS(O)(=O)=O)C(OC2(C(OS(O)(=O)=O)C(OS(O)(=O)=O)C(OS(O)(=O)=O)O2)COS(O)(=O)=O)O1)(=O)=O,1.0
NC(Nc(c1C2=O)n(C3C(=C)C(CO)C(O)C3)cn1)=N2,1.0
OCC1C(O)CC(N2C(=O)NC(=O)C(Br)=C2)O1,1.0
CC(C(c1ccc(O)cc1)O)NCCc2ccc(O)cc2,1.0
CC(Oc1sc(c2c1)CCN(C(c3c(F)cccc3)C(C4CC4)=O)C2)=O,0.0
CC(C(OCC(C1(C(C)(C2C3)CC(O)C(C24)C(C)(C(=C5)CC4)C=CC5=O)C3OC(C6CCCCC6)O1)=O)=O)C,0.0
C(c1c(c2ccc1)cccc2)C(NCC3)=N3,0.0
CCCc1c(c2cc(c13)C(=O)C=C(C(O)=O)O3)N(CC)C(C(O)=O)=CC2=O,0.0
CC(NC(C1N(CC(C(NC(C(NC(c2nc(c3cc2)cccc3)=O)CC(N)=O)=O)Cc4ccccc4)O)CC(C5C1)CCCC5)=O)(C)C,1.0
CCCC(OC1(C(COC(C)=O)=O)C(C)(C2CC1)CC(O)C(F)(C23)C(C)(C(=C4)C(F)C3)C=CC4=O)=O,0.0
CSC(N(N)C(=O)C(C(C)(C)C)=N1)=N1,1.0
CC1C(C(CO)=O)(O)C(C)(C2C1)CC(O)C(F)(C23)C(C)(C(=C4)CC3)C=CC4=O,0.0
CC(NCC(COc1ccc(NC(NC2CCCCC2)=O)cc1)O)(C)C,1.0
CN(C1C(=O)C(C(N)=O)=C(O)C(O)(C12)C(=O)C(C3C2)=C(O)c(c4C3O)c(O)ccc4Cl)C,1.0
CCN(C(Oc1cc(C(N(C)C)C)ccc1)=O)C,0.0
OCC1C(O)CC(N2C(=O)NC(=O)C(F)=C2)O1,1.0
CNC(Cc1ccccc1)(C)C,0.0
CCC(C(O)=O)Cc1c(I)c(N)c(I)cc1I,0.0
COc1c(OC)cc(CCN(CCCC(c2cc(OC)c(OC)cc2)(C(C)C)C#N)C)cc1,1.0
Oc1cc(c2cc1)cccc2,1.0
[O-][N+](OC1C(C2OC1)OCC2O[N+](=O)[O-])=O,0.0
CN(C(N=C(N)N)=N)C,0.0
CC(OCC(CSC1N2C(=O)C1NC(CSc3ccncc3)=O)=C2C(O)=O)=O,0.0
Clc1c(C(c(c2NC(=O)C3)cc([N+](=O)[O-])cc2)=N3)cccc1,1.0
CN1C(=O)C(c2ccccc2)(C)CC1=O,0.0
ClCCN(C(C(=O)NC(=O)N1)=C1)CCCl,1.0
OCCN(c1nc(c2c(N3CCCCC3)n1)c(N4CCCCC4)nc(N(CCO)CCO)n2)CCO,1.0
CC(C(c1cc(O)ccc1)O)N,0.0
CNC1C(O)(C)COC(OC2C(NC(C(CN)O)=O)CC(N)C(OC3C(O)C(O)C(O)C(CN)O3)C2O)C1O,1.0
[O-][N+](c1cc([N+](=O)[O-])ccc1)=O,1.0
CN1C(CCOC(c2ccc(Cl)cc2)(c3ccccc3)C)CCC1,0.0
CCCCCCOc1c(C(CN(C)CC2)=C2)nsn1,1.0
CC1CC(C(O)=O)N(C(C(NS(c2c(c3ccc2)NCC(C)C3)(=O)=O)CCCN=C(N)N)=O)CC1,1.0
S=C=Nc1c(c2ccc1)cccc2,1.0
CN(CC(C1(CCCCC1)O)c2ccc(O)cc2)C,0.0
CCCSc1cc(c2cc1)[nH]c(NC(OC)=O)n2,1.0
O=C1NC(c2ccccc2)(c3ccccc3)C(=O)N1,1.0
CCC(N1C(=O)N(c2ccc(N3CCN(c4ccc(OCC5CC(c6c(F)cc(F)cc6)(Cn7ncnc7)OC5)cc4)CC3)cc2)C=N1)C(O)C,1.0
Clc1cc(c2cc1)C(N3CCNCC3)=Nc(c4O2)cccc4,0.0
COc1c(OCC(CN2CCN(CC(Nc3c(C)cccc3C)=O)CC2)O)cccc1,0.0
COc1c(C)c(C)c(C=CC(C)=CC=CC(C)=CC(O)=O)c(C)c1,1.0
CC(N)=S,0.0
OC(COc1c(c2n(Cc3ccccc3)n1)cccc2)=O,1.0
C[N+](CCOP(OP(OCC1C(O)C(O)C(N2C(=O)N=C(N)C=C2)O1)(O)=O)(O)=O)(C)C,0.0
COc1c(c(C2(C3C(=O)CC4)C4C(N(C)CC2)C5)c5cc1)O3,0.0
CN(CCCN1c(c2CCc(c13)cccc3)cccc2)C,1.0
Clc1cc(Cl)c(C(OCc2c(Cl)scc2)Cn3cncc3)cc1,0.0
CCCN(S(c1ccc(C(O)=O)cc1)(=O)=O)CCC,1.0
CC(c1c(O)c(C(C)C)ccc1)C,0.0
CC1(C(C(O)=O)N(C2S1)C(=O)C2NC(C(c3cscc3)C(O)=O)=O)C,0.0
CC(NCCCS(O)(=O)=O)=O,0.0
CC(C(C(OCC(OCn1c(c2nc1)NC(N)=NC2=O)CO)=O)N)C,0.0
CC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)OC2C(c3ccc(F)cc3)N(CC(NNC4=O)=N4)CCO2,1.0
NCCCC(P(O)(O)=O)(P(O)(O)=O)O,0.0
CC1(C(O)CC2)C2C3C(c(c4CC3)ccc(O)c4)CC1,0.0
COC1(C(C(C(C)(C)C)(O)C)C2)CCC2(C3(c(c4c(O)cc5)c5C6)C1O4)C6N(CC7CC7)CC3,0.0
CC1(C(O)CC2)C2C3C(c(c4CC3)ccc(OC(N(CCCl)CCCl)=O)c4)CC1,1.0
CC(C(c1ccccc1)O)N,0.0
OCC1C(O)CC(n2c(c3nc2)NC=NCC3O)O1,1.0
CC1(C(C(OCCl)=O)(O)CC2)C2C3C(C(C)(C(=C4)CC3)C=CC4=O)C(O)C1,0.0
OC1C(=O)Nc(c2C(c3c(Cl)cccc3)=N1)ccc(Cl)c2,1.0
CCCCCCCCCCCC(OC(C(NC=O)CC(C)C)=O)CC1C(CCCCCC)C(=O)O1,1.0
CC(NCC(c1cc(O)cc(O)c1)O)C,0.0
Fc1ccc(C(c2ccc(F)cc2)N3CCN(CC=Cc4ccccc4)CC3)cc1,0.0
NC1C(C12)CN(c3c(F)cc(c4n3)C(=O)C(C(O)=O)=CN4c5c(F)cc(F)cc5)C2,1.0
COc1ccc(C2C(OC(C)=O)C(=O)N(CCN(C)C)c(c3S2)cccc3)cc1,1.0
NC(C=CN(CC(OCP(O)(O)=O)CO)C1=O)=N1,0.0
CCCCCCC(c1cc(c2c(O)c1)OC(C)(C)C(C23)CCC(=O)C3)(C)C,0.0
OP(OCN1C(=O)C(c2ccccc2)(c3ccccc3)NC1=O)(O)=O,0.0
CC(P(O)(O)=O)(P(O)(O)=O)O,0.0
CC(C1C(C)(C2CC1)CCC(C23)C(C)(C(=C4)CC3)CCC4=O)=O,1.0
CC1C(OC2OC(C)C(OC3OC(C)C(OC4C(O)C(O)C(O)C(CO)O4)C(O)C3)C(O)C2)C(O)CC(OC5CC6C(C7C(C(O)(C8(C)C(O)C7)CCC8C(COC9=O)=C9)CC6)(C)CC5)O1,0.0
Clc1cc(Cl)c(COC(c2c(Cl)cc(Cl)cc2)Cn3cncc3)cc1,0.0
COc1c(OC)cc(C=CC(Nc2c(C(O)=O)cccc2)=O)cc1,1.0
CC(Nc1ncccn1)C,1.0
COC1(C(=O)N(C12)C(C(O)=O)=C(CSc3n(C)nnn3)CS2)NC(CSCC#N)=O,1.0
C[n+]1ccc(c2cc[n+](C)cc2)cc1,1.0
CC(CN(S(c1ccc(N)cc1)(=O)=O)CC(C(NC(OC2COCC2)=O)Cc3ccccc3)O)C,0.0
CC1(C(O)CC2)C2C3C(C(C)(C4(C5O4)CC3)CC(C#N)=C5O)CC1,0.0
CN(c1ccc(N=Nc2ccccc2)cc1)C,1.0
COc1c(OC)cc(CC2[N+](CCC(OCCCCCOC(CC[N+]3(C(Cc4cc(OC)c(OC)cc4)c(c5CC3)cc(OC)c(OC)c5)C)=O)=O)(C)CCc(c26)cc(OC)c(OC)c6)cc1,0.0
Clc1cc(Cl)c(C(OCc2c(c3sc2)cccc3Cl)Cn4cncc4)cc1,1.0
CC1(C(C(CO)=O)(O)CC2)C2C3C(C(C)(C(=C4)CC3)CCC4=O)(F)C(O)C1,0.0
CCN(CCOc1ccc(C(c2ccccc2)=C(c3ccccc3)Cl)cc1)CC,1.0
CCC(OC(C(C)C)OP(CC(N1C(C(O)=O)CC(C2CCCCC2)C1)=O)(CCCCc3ccccc3)=O)=O,1.0
CCC1C(O)(C)C(O)C(C)C(=O)C(C)CC(OC)(C)C(OC2C(O)C(N(C)C)CC(C)O2)C(C)C(OC3OC(C)C(O)C(OC)(C)C3)C(C)C(=O)O1,1.0
CN(CCN1C(=O)c(c(c2ccc3)c3C1=O)cc(N)c2)C,1.0
Clc1ccc(CCC(Sc2c(Cl)cccc2Cl)Cn3cncc3)cc1,0.0
CCN(C(C1C(OC(C)=O)CC(N2C1)c(c3CC2)cc(OC)c(OC)c3)=O)CC,0.0
NC(NS(c1ccc(N)cc1)(=O)=O)=O,1.0
CN(CCN(c1ncccc1)Cc2sccc2)C,1.0
CC(C(NCCS(O)(=O)=O)=O)(Oc1ccc(C(c2ccc(Cl)cc2)=O)cc1)C,0.0
CCCN1C(C(Nc2c(C)cccc2C)=O)CCCC1,0.0
CC(C(OC(Cc1ccc(Cl)cc1)(C)C)=O)N,1.0
COC1(C(=O)N(C12)C(C(O)=O)C(C)(C)S2)NC(C(c3cscc3)C(O)=O)=O,0.0
OC(c(c1C(=O)C2=O)cccc1)=C2C3CCC(c4ccc(Cl)cc4)CC3,1.0
NCc1c(CC(NC2C(=O)N(C23)C(C(O)=O)=C(CSc4n(CC(O)=O)nnn4)CS3)=O)cccc1,1.0
CCOC(NC(C(=O)C(N1CC1)=C(NC(OCC)=O)C2=O)=C2N3CC3)=O,1.0
CN(C1C(=O)C(=C(O)N)C(=O)C(O)(C12)C(=O)C(=C3O)C(C(O)(C)c(c34)cccc4O)C2O)C,1.0
OS(c1c(C=C)cccc1)(=O)=O,0.0
CNC(NCCSCc1ccc(CN(C)C)o1)=C[N+]([O-])=O,0.0
CC1(C(C(O)=O)N(C2S1)C(=O)C2NC(COc3ccccc3)=O)C,0.0
BrCCC(N1CCN(C(CCBr)=O)CC1)=O,0.0
NC(Nc1ccc(Cl)cc1)=NC(N)=NCCCCCCN=C(N=C(Nc2ccc(Cl)cc2)N)N,0.0
OP(C(P(O)(O)=O)Sc1ccc(Cl)cc1)(O)=O,0.0
Oc1c(c2c(Cl)cc1Cl)nccc2,0.0
CC(c1c(C)c(C)ccc1)c2[nH]cnc2,0.0
CC1(C(C#C)(O)CC2)C2C3C(c(c4CC3)ccc(O)c4)CC1,1.0
C[N+](C1CC2)(C2CC(OC(C(c3ccccc3)O)=O)C1)C,0.0
CNC1c(c2C(c3cc(Cl)c(Cl)cc3)CC1)cccc2,0.0
CC(c1sc(c2c1)cccc2)N(C(N)=O)O,1.0
C(c1cc(c2cc1)OCO2)N3CCN(c4ncccn4)CC3,1.0
OC(Cc1c(c2ccc(Cl)cc2)nc(c3ccccc3)s1)=O,1.0
CCOP(SCC[N+](C)(C)C)(OCC)=O,0.0
FC(CN1c(c2C(c3ccccc3)=NCC1=O)ccc(Cl)c2)(F)F,0.0
Brc1c(c2ccc1NC(NCC3)=N3)nccn2,0.0
NC(N1C(c(c2Cc(c13)cccc3)cccc2)C4)=N4,0.0
CN(CCC=C1c(c2Sc(c13)cccc3)cc(Cl)cc2)C,1.0
OC(Cc1c(Nc2c(Cl)cccc2Cl)cccc1)=O,1.0
CC(OC(CCCC=CCC1C(C=CC(COc2cc(C(F)(F)F)ccc2)O)C(O)CC1O)=O)C,0.0
OC(C(C(C(CBr)O)O)O)CBr,1.0
CCCC(Nc1c(I)c(CC(C(O)=O)CC)c(I)cc1I)=O,0.0
CN(CCC=C1c(c2OCc(c13)cccc3)cc(CC(O)=O)cc2)C,0.0
CNC1(c2c(Cl)cccc2)C(=O)CCCC1,0.0
CCCCCC(C=CC1C(CC=CCCCC(O)=O)C(=O)CC1O)O,0.0
Cc1c(C)c(Nc2c(C(O)=O)cccc2)ccc1,1.0
COc1cc2c(n(C(c3ccc(Cl)cc3)=O)c(C)c2CC(O)=O)cc1,1.0
Clc1ccc(OCC(N2CCN(Cc3cc(c4cc3)OCO4)CC2)=O)cc1,1.0
NC(N)=NCc1cc(I)ccc1,1.0
OC(Cc1cc(Cl)c(OCC=C)cc1)=O,1.0
C[N+]1(CC(OC(C(c2ccccc2)(c3ccccc3)O)=O)CCC1)C,0.0
CC(NCC(COc1ccc(COCCOC(C)C)cc1)O)C,1.0
CN(C1CC2)C2CC(OC(c3ccccc3)c4ccccc4)C1,0.0
CC(NCC(c1cc(O)cc(O)c1)O)Cc2ccc(O)cc2,1.0
CCCC(Nc1cc(C(C)=O)c(OCC(CNC(C)C)O)cc1)=O,1.0
S(c1ccccc1)c2ccccc2,1.0
CC1C2C(C3C(C(C)(C4CC3O)CC(OC(C)=O)C4=C(C(O)=O)CCC=C(C)C)(C)CC2)(C)CCC1O,1.0
FC(c1cc([N+](=O)[O-])c(C(C2C(=O)CCCC2=O)=O)cc1)(F)F,0.0
COc1c(OCCNCC(COc2c(c3ccc2)c(c4[nH]3)cccc4)O)cccc1,1.0
NC(C=C)CCC(O)=O,1.0
COC1C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)NC(C(C(c(c(C(=O)C2(C)OC=C1)c3O2)c4c(O)c3C)=O)=CNN5CCN(C)CC5)=C4O,1.0
CC(NCC(COc1c(OCC=C)cccc1)O)C,0.0
Oc1ccc(OCc2ccccc2)cc1,0.0
CCC(OC1(C(CCl)=O)C(C)(C2CC1C)CC(O)C(F)(C23)C(C)(C(=C4)C(F)C3)C=CC4=O)=O,0.0
COC1C(NS(O)(=O)=O)C(O)C(OC2C(OS(O)(=O)=O)C(O)C(OC3C(NS(O)(=O)=O)C(OS(O)(=O)=O)C(OC4C(O)C(O)C(OC5C(NS(O)(=O)=O)C(O)C(O)C(COS(O)(=O)=O)O5)C(C(O)=O)O4)C(COS(O)(=O)=O)O3)C(C(O)=O)O2)C(COS(O)(=O)=O)O1,1.0
Cc1c(Oc2c(Br)c(N)nc(Nc3ccc(C#N)cc3)n2)c(C)cc(C#N)c1,1.0
CC1N(C)CCOC1c2ccccc2,0.0
CC(C(O)=O)O,0.0
CCCNC(NS(c1ccc(Cl)cc1)(=O)=O)=O,1.0
CC(OP(OC1C(CO)OC(n2c(c3nc2)cc(C)c(C)c3)C1O)(O)=O)CNC(CCC4(C(=C5C)N=C(C6(C)N=C(C(CCC(N)=O)C6(CC(N)=O)C)C(C)=C7N=C(C(CCC(N)=O)C7(CC(N)=O)C)C=C8N=C5C(CCC(N)=O)C8(C)C)C4CC(N)=O)C)=O,0.0
CC1(C(C(O)=O)N(C2S1)C(=O)C2NC(C(c3ccccc3)NC(N4C(=O)N(S(C)(=O)=O)CC4)=O)=O)C,1.0
COC(CCc1ccc(OCC(CNC(C)C)O)cc1)=O,0.0
CC1(C(O)CC2)C2C3C(C(C)(C(=C4)CC3)CCC4=O)CC1,1.0
OCC1C(O)C(O)C(O)C(O)O1,0.0
CC(N(c1c(I)c(C(NCC(CO)O)=O)c(I)c(C(NCC(CO)O)=O)c1I)CC(CO)O)=O,0.0
CON=C(c1ccc(c2ccc(c3ccc(C(N)=NOC)cc3)o2)cc1)N,1.0
CC1(C(N)C2CCCCC1)c(c3C2)cc(O)cc3,0.0
CC1(C(=O)N(c2cc(C(F)(F)F)c([N+]([O-])=O)cc2)C(=O)N1)C,1.0
CCN(CCCC(Nc1c(c2nc(c13)cc(Cl)cc3)cc(OC)cc2)C)CC,1.0
CCN(c1c(C)cccc1)C(C=CC)=O,0.0
CCN1c(c2C(=O)C(C(O)=O)=C1)c(F)c(N3CC(C)NCC3)c(F)c2,1.0
CN1S(=O)(=O)c(c2C3=C1C(=O)N(c4ncccc4)C(=O)O3)cccc2,1.0
COC1C(O)CCC(C=C(C2C(C)C(O)CC(=O)C(CC=C)C=C(C)CC(C)CC(OC)C3OC(C(C)CC3OC)(O)C(=O)C(=O)N(C4C(=O)O2)CCCC4)C)C1,1.0
CC(C(C=CC(C1C(C)(C2CC1)CCCC2=CC=C3C(=C)CCC(O)C3)C)C)C,0.0
CCC(C(c1cc(O)c(O)cc1)O)NC(C)C,0.0
OC(CCCc1ccc(N(CCCl)CCCl)cc1)=O,1.0
COC(Nc1[nH]c(c2n1)cccc2)=O,1.0
Brc1ccccc1,1.0
